324,324,324,324,324,324,324,324,324,324,325,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
324,324,324,324,324,324,324,324,245,352,353,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
324,324,324,324,324,324,245,246,325,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,307,344,307,344,307,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
324,324,324,324,324,324,325,323,325,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,363,344,307,344,335,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
324,324,324,324,324,245,353,323,325,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,335,344,335,344,307,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
324,324,324,324,324,325,345,323,325,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,307,344,363,344,363,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
324,324,324,245,352,353,344,351,353,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,335,344,335,344,307,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
324,324,245,353,344,344,344,344,344,344,344,344,344,344,304,305,305,306,344,344,344,344,344,344,344,307,344,307,344,335,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
324,324,325,344,344,344,344,344,344,344,344,344,344,344,332,333,333,334,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,304,305,305,306,344,344,344,344,344
324,324,325,344,344,344,344,344,344,344,344,344,344,344,332,333,333,334,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,332,333,333,334,344,344,344,344,344
245,352,353,344,344,344,344,344,344,344,344,344,344,344,332,333,333,334,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,332,333,333,334,344,344,344,344,344
353,344,344,344,344,344,344,344,344,344,344,344,344,344,332,333,333,386,306,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,332,333,333,334,344,344,344,344,344
344,344,344,344,344,344,344,344,344,344,344,344,344,344,332,333,333,333,386,306,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,304,387,333,333,334,344,344,344,344,344
344,344,344,344,344,344,344,344,344,344,344,344,344,344,360,385,333,333,333,386,305,306,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,332,333,333,333,334,344,344,344,344,344
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,360,385,333,333,333,333,386,306,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,304,305,387,333,333,333,334,344,344,344,344,344
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,360,385,333,333,333,333,386,305,306,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,304,387,333,333,333,333,384,362,344,344,344,344,344
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,360,385,333,333,333,333,333,386,306,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,304,305,305,387,333,333,333,333,384,362,344,344,344,344,344,344
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,360,385,333,333,333,333,333,386,305,306,344,344,344,344,344,344,344,344,344,344,344,344,344,304,305,305,387,333,333,333,333,333,333,384,362,344,344,344,344,344,344,344
