3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,3
3,4,4,3,3,3,3,3,3,3,9,9,15,3,3,3,3,3,3,3,3,3,3,3,9,9,9,15,3,3
3,4,4,4,15,3,3,9,3,3,15,3,15,3,3,3,3,15,15,3,3,3,3,9,3,3,3,9,9,9
15,3,4,4,3,3,3,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9
3,15,4,4,4,3,3,3,9,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,3,3
3,15,3,4,4,4,3,3,3,15,3,3,0,1,1,1,1,1,1,1,1,1,1,1,2,3,3,15,15,3
3,3,3,3,4,4,3,3,3,15,15,3,6,7,7,7,7,7,7,7,7,7,7,7,8,3,3,3,15,15
3,3,3,3,4,4,4,3,3,3,3,3,6,7,7,7,7,7,7,7,7,7,7,7,8,3,3,3,3,3
3,3,3,3,3,4,4,3,3,3,3,3,6,7,7,7,7,7,7,7,7,7,7,7,8,3,3,3,3,3
3,3,3,3,3,4,4,4,3,3,9,3,6,7,7,7,7,7,7,7,7,7,7,7,8,15,9,3,3,3
3,3,3,3,3,3,4,4,3,3,3,3,6,7,7,7,7,7,7,7,7,7,7,7,8,15,3,3,3,3
3,9,3,3,3,3,4,4,4,3,3,3,6,7,7,7,7,7,7,7,7,7,7,7,8,3,3,3,9,3
3,3,3,9,3,3,3,4,4,3,15,3,6,7,7,7,7,7,7,7,7,7,7,7,8,3,3,15,9,3
3,3,3,3,3,9,3,4,4,3,3,15,6,7,7,7,7,7,7,7,7,7,7,7,8,3,3,9,9,3
3,3,3,3,9,3,3,4,4,3,3,3,12,13,13,13,13,13,13,13,13,13,13,13,14,3,3,3,3,3
3,3,3,3,3,3,4,4,3,3,3,3,15,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,15,3,3,4,4,3,3,3,15,15,3,15,3,3,3,3,3,3,3,3,3,9,15,15,3,3,3
3,3,3,3,15,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,15,15,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,15,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3
